地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 中国大陆'],['张唯'],['112'],['12'],"['谢钢', '刘牧', '康磊', '涓子', '秦楚明', '马东延', '于卉怡', '上泽', '张优', '方子怡', '刘玉龙']",['照相师'],"['剧情', '历史']",['5.0'],['833'],[' 汉语普通话']
[' 中国大陆'],['刘一君'],['95'],['05'],"['成泰燊', '颜丙燕', '梁俊一', '霍青', '王晖', '田牧宸', '杨紫彤', '美浓轮泰史', '大村波彦', '大冢匡将', '柴尧', '黄俊彬', '翁长特', '姚未平', '陈晓雪']",['香港大营救'],"['剧情', '动作', '悬疑', '历史']",['4.6'],['950'],[' 汉语普通话 / 粤语 / 日语']
[' 中国大陆'],"['高峰', '张馨']",['100'],['08'],"['卢秋宏', '何达', '郑昊', '杨俊生', '张永达', '冯恩鹤', '祝希娟', '马晓伟']",['浴血广昌'],"['历史', '战争']",['4.2'],['947'],[' 汉语普通话']
[' 美国'],['Steven Luke'],['85'],"['02', '10']","['汤姆·贝伦杰', 'Steven Luke', 'Mikeal Burgin', 'Aaron Courteau']",['仙境 Wunderland'],"['历史', '战争']",['4.1'],['136'],[' 英语']
[' 香港'],['Craig McCourry'],['108'],"['08(香港电影资料馆)"">2018']","['Harry Oram', 'Lydia Lee Tang', 'Ashley Leung']",['1941的圣诞 Christmas at the Royal Hotel'],"['剧情', '历史', '战争']",[''],[],[' 英语']
[' 芬兰'],['Markku Pölönen'],['108'],['10'],"['Oona Airola', 'Sanna-Kaisa Palo', 'Hannu-Pekka Björkman', 'Marjaana Maijala', 'Antti Virmavirta', 'Marja Packalén', 'Konsta Laakso', 'Mika Nuojua', 'Arto Heikkilä']",['Oma maa'],"['剧情', '爱情', '历史']",[''],[],[' 芬兰语']
[' 印度'],[],[],[],"['施卢蒂·哈森', 'Arya', 'Jeyam Ravi']",['Sangamithra'],"['动作', '历史', '冒险']",[''],[],[]
[' 丹麦'],['Kasper Kalle'],['90'],['12'],"['Rosalinde Mynster', 'Gustav Dyekjær Giese', 'Baard Owe', 'Karen-Lise Mynster', 'Peter Plaugborg', 'Rudi Køhnke', 'Brigitte Christensen']",['克里斯蒂安四世 Christian IV'],"['剧情', '历史']",[''],[],[' 丹麦语']
[' 中国大陆'],['王沛璋'],[],['06'],"['李秋凉', '高嵩', '赵琦', '杨辉']",['借箭'],"['历史', '战争']",[''],[],[' 汉语普通话']
[' 加拿大 Canada'],['马克西姆·吉洛'],['95'],['09'],"['莎拉·加顿', '科迪·费恩', '卢泽·特沃斯基', '罗曼·杜里斯', '勒达·卡代布', '巴迪·杜瑞斯', '斯蒂芬妮·索科琳斯基', 'Martin Dubreuil', '利斯·罗伊', 'Eden Sela']",['黑暗之日 La Grande Noirceur'],"['剧情', '历史']",[''],[],[' 法语 / 英语']
